Geographic Area Name,Bush 2000 percentage in decimal,Gore 2000 percentage in decimal,"2020 Margin in decimal ( + is Trump, - is Biden)",Land Area mi2,2000 Population,2020 Total Population,Male population,Female population,Median Age ,White %,Black %,American Indian and Alaska Native %,Asian %,Native Hawaiian and Other Pacific Islander,Some Other Race,Hispanic or Latino (of any race) %,Percent of adults with less than a high school diploma,Percent of adults with a high school diploma only,Percent of adults completing some college or associate's degree,Percent of adults with a bachelor's degree or higher,Total Population part of Households,Total Households,Median Household Income
"Powell County, Kentucky",0.5177,0.4603,0.4857,178.979,13237,13129,6607,6522,40.6,98.3,1.1,1.6,0.4,0.1,1.4,1.5,18,43.3,22.2,16.5,12824,5065,"40,116"
"Pulaski County, Kentucky",0.7356,0.2514,0.6267,658.408,56217,65034,31808,33226,42.9,96.6,1.9,2.3,0.9,0.1,2.7,2.9,16.6,34.3,31.9,17.2,63874,26405,"45,532"
"Robertson County, Kentucky",0.6313,0.3417,0.5506,99.911,2266,2193,1081,1112,48.3,99,1,1.6,0.8,0.3,0.9,0.9,15.3,40.2,30.7,13.7,2138,882,"51,177"
"Rockcastle County, Kentucky",0.7608,0.2237,0.6993,316.545,16582,16037,7862,8175,44.1,98.7,0.8,2,0.3,0.1,1.2,1.1,19.6,43.5,24.8,12.1,15717,6546,"43,378"
"Rowan County, Kentucky",0.4907,0.4851,0.2100,279.795,22094,24662,11938,12724,32.7,96.1,2.2,1.8,0.9,0.1,2.3,2.2,13.1,34.5,26.6,25.8,21491,9129,"52,451"
"Russell County, Kentucky",0.7447,0.2417,0.6910,253.657,16315,17991,8827,9164,43.8,96.3,1.2,1.7,0.8,0.1,3.4,4.3,18.1,37.5,28.2,16.2,17766,7461,"40,454"
"Scott County, Kentucky",0.5768,0.3969,0.2485,281.766,33061,57155,28121,29034,36.2,91,7.1,2.2,1.7,0.1,4.5,5.4,6.4,30.2,33.6,29.7,56054,21371,"71,961"
"Shelby County, Kentucky",0.6334,0.3482,0.2963,379.636,33337,48065,23334,24731,39.3,87.5,7.6,2.4,1.3,0.1,8.8,11,12.9,28.8,29.6,28.8,46902,17784,"72,524"
"Simpson County, Kentucky",0.5441,0.4435,0.3673,234.204,16405,19594,9611,9983,39.7,88.9,10.5,2.6,0.8,0.2,3,3.3,10.5,44.5,31.1,13.8,19061,7600,"58,531"
"Spencer County, Kentucky",0.6601,0.3256,0.5429,186.677,11766,19490,9813,9677,41.8,96.9,2.3,2.9,0.9,0.1,2.3,2.3,7.9,38.3,31.4,22.4,19402,7122,"91,160"
"Taylor County, Kentucky",0.6796,0.3083,0.5123,266.327,22927,26023,12673,13350,38.9,92.4,6.7,1.4,1.3,0.1,2.7,2.8,12.9,36.6,28.7,21.8,24607,10171,"50,258"
"Todd County, Kentucky",0.632,0.3573,0.5327,374.496,11971,12243,6047,6196,37.7,89,8.7,1.9,0.6,0.1,4.6,4.9,20.8,39.7,24.7,14.7,12094,4566,"51,189"
"Trigg County, Kentucky",0.5857,0.3948,0.5011,441.433,12597,14061,6985,7076,46.8,91.8,8.2,2,0.6,0.2,2.1,2.3,11.1,32.5,35.3,21,13989,5768,"52,511"
"Trimble County, Kentucky",0.5962,0.3833,0.5127,151.648,8125,8474,4245,4229,44.2,98.2,1,2.5,0.6,0.1,1.9,2.3,16.1,45.7,23.5,14.7,8428,3398,"62,902"
"Union County, Kentucky",0.5121,0.4745,0.5224,342.849,15637,13668,6797,6871,39.9,91.1,9.2,2,0.5,0.1,1.5,1.4,8.7,46.4,34.7,10.1,13084,5293,"50,862"
"Warren County, Kentucky",0.6136,0.3694,0.1681,541.6,92522,134554,65790,68764,33.7,79.9,11.6,2,6.1,0.6,6.4,7,12.2,27.1,28.4,32.3,128673,51441,"59,223"
"Washington County, Kentucky",0.6635,0.3178,0.4559,297.266,10916,12027,5901,6126,42.5,91.4,7.4,1.5,0.6,0.1,3.3,3.9,13.3,41.5,24.5,20.7,11719,4674,"64,733"
"Wayne County, Kentucky",0.6285,0.3571,0.6201,458.17,19923,19555,9687,9868,43,95.7,2,1.6,0.5,0.1,3.5,4.6,22.8,38.9,22.4,15.9,19229,8085,"38,651"
"Webster County, Kentucky",0.5124,0.4708,0.5163,331.943,14120,13017,6518,6499,41.7,92.1,5,2.8,0.5,0.1,4.2,6.5,14.8,47.4,27.8,10,12633,5034,"52,575"
"Whitley County, Kentucky",0.6372,0.3483,0.6522,437.83,35865,36712,18276,18436,38,96.8,2.2,2.1,0.8,0.1,1.6,1.9,17.5,39.2,23.6,19.7,34839,13794,"37,530"
"Wolfe County, Kentucky",0.5225,0.4685,0.4223,222.171,7065,6562,3261,3301,42,98.8,0.9,1,0.4,0.2,0.8,0.9,34.1,33.5,25.9,6.6,6441,2634,"34,749"
"Woodford County, Kentucky",0.581,0.3941,0.1204,188.784,23208,26871,13014,13857,42.9,90.2,6.1,2,1.2,0.2,6.4,7.5,8.2,26.7,25.5,39.6,26311,10736,"76,942"
"Acadia Parish, Louisiana",0.5945,0.3826,0.6034,655.119,58861,57576,27878,29698,39.1,80.5,18.9,1.2,0.4,0,2.6,2.9,19.7,42.9,23.7,13.6,56877,22029,"44,648"
"Allen Parish, Louisiana",0.4866,0.472,0.5572,761.847,25440,22750,12463,10287,39.6,76.1,19.7,4.6,1.2,0.2,3.5,8.3,20.2,43.3,24.3,12.1,19940,7851,"43,192"
"Ascension Parish, Louisiana",0.5453,0.434,0.3255,289.981,76627,126500,62214,64286,36.2,69.9,25.5,1.8,1.9,0.1,7.4,8.2,11.3,29.1,30.9,28.7,125872,45866,"75,498"
"Assumption Parish, Louisiana",0.4365,0.5194,0.3060,338.658,23388,21039,10207,10832,42.9,69.1,29.6,1.4,0.5,0.1,3.7,4.3,23.2,43.3,22.7,10.8,20879,8409,"42,404"
"Avoyelles Parish, Louisiana",0.5002,0.4573,0.4076,832.434,41481,39693,20092,19601,40.5,68.5,29.4,2.5,1.1,0.1,3.2,3.7,23.4,35.7,28.5,12.3,36896,15181,"38,567"
"Beauregard Parish, Louisiana",0.6442,0.3243,0.6745,1157.342,32986,36549,18537,18012,39,86,12.7,3.1,1.2,0.2,2.6,3.5,12.5,39,30.2,18.3,35487,13797,"59,550"
"Bienville Parish, Louisiana",0.4666,0.4872,0.1169,811.268,15752,12981,6197,6784,43.9,57.7,43.1,1.9,0.5,0.2,1.4,1.6,13.5,48,26.1,12.5,12663,5459,"38,093"
"Bossier Parish, Louisiana",0.6466,0.3323,0.4101,840.057,98310,128746,63161,65585,36.2,69.6,25.3,2.9,2.9,0.3,6.8,8,9.6,29.5,34.1,26.8,126572,50092,"61,225"
"Caddo Parish, Louisiana",0.4894,0.497,-0.0676,878.539,252161,237848,112287,125561,39.4,47.5,50.2,2,1.8,0.1,3.3,3.5,13.5,32.1,30.5,24,233769,99029,"44,968"
"Calcasieu Parish, Louisiana",0.5172,0.4606,0.3518,1063.659,183577,216785,105438,111347,37,69.4,27.4,2,2.2,0.2,4.8,5.3,11.8,34.4,30,23.8,214169,83865,"57,667"
"Caldwell Parish, Louisiana",0.6509,0.314,0.6785,529.425,10560,9645,5008,4637,41.2,82.6,16.9,1.7,0.6,0.2,1.8,2.3,23.2,47.3,17.3,12.1,8919,3752,"39,079"
"Cameron Parish, Louisiana",0.6199,0.3431,0.8287,1284.887,9991,5617,2795,2822,42.4,96.3,2.2,1.7,0.6,0.2,3.2,3.5,13.9,36.8,32.1,17.1,5593,2121,"62,457"
"Catahoula Parish, Louisiana",0.6111,0.3605,0.4677,708.03,10920,8906,4535,4371,41.3,67.1,26.9,1.5,0.6,0.2,6.6,6.9,27.2,37.9,19.5,15.5,8413,3505,"38,006"
"Claiborne Parish, Louisiana",0.5388,0.4332,0.1579,754.878,16851,14170,7559,6611,45,53.9,44.9,1.7,0.8,0.1,2.1,3.4,22.1,46,19.7,12.2,12365,5498,"36,115"
"Concordia Parish, Louisiana",0.5444,0.4199,0.2688,696.92,20247,18687,9161,9526,40.1,57.7,41.3,1.4,0.7,0.1,1.9,2.5,18.8,43.1,22.5,15.5,17815,7225,"36,821"
"De Soto Parish, Louisiana",0.4964,0.4753,0.2480,875.579,25494,26812,12895,13917,41.3,60.9,37.2,3.1,0.5,0.1,2.9,2.8,17.5,41.7,26.3,14.4,26515,10689,"48,007"
"East Baton Rouge Parish, Louisiana",0.5274,0.4528,-0.1304,455.374,412852,456781,217205,239576,35.2,47.3,46.7,1.4,3.7,0.1,6.1,6.7,9.6,25.8,27.2,37.5,439445,181478,"51,746"
"East Carroll Parish, Louisiana",0.3945,0.5781,-0.2701,420.704,9421,7459,4342,3117,36,29.5,70.7,0.9,0.5,0.2,1.1,1.5,34.4,35.7,19.7,10.2,5812,2375,"30,288"
"East Feliciana Parish, Louisiana",0.5002,0.4778,0.1698,453.41,21360,19539,10752,8787,45.9,61.7,37.6,1.6,0.6,0.2,1.8,2,18.8,40.4,25,15.9,16712,6886,"51,296"
"Evangeline Parish, Louisiana",0.5356,0.4234,0.4474,662.378,35434,32350,15723,16627,39.4,69.4,28.5,1.1,0.8,0.1,4,4.1,25.1,39.5,22.9,12.6,30911,12728,"37,707"
"Franklin Parish, Louisiana",0.6418,0.3341,0.4436,624.585,21263,19774,9779,9995,40.4,65.9,34.4,1.3,0.5,0.1,1.2,1.4,23.1,40.9,21.1,14.8,19437,7727,"38,439"
"Grant Parish, Louisiana",0.6781,0.2975,0.7411,643.026,18698,22169,12417,9752,39.4,84,15,3.2,0.6,0.1,1.8,6,18.8,41.7,28,11.5,19229,7823,"50,979"
"Iberia Parish, Louisiana",0.5742,0.3918,0.3125,574.111,73266,69929,34110,35819,39.3,61,35.1,1.4,3.1,0.1,5.1,5.6,16.5,43.5,25.5,14.5,69260,27016,"47,391"
"Iberville Parish, Louisiana",0.3843,0.5761,-0.0371,618.627,33320,30241,15553,14688,41.7,52.3,45.4,1.2,0.8,0.1,4.2,4.7,20.2,39.7,24.5,15.7,27468,11208,"47,942"
"Jackson Parish, Louisiana",0.6117,0.3634,0.4260,569.183,15397,15031,7369,7662,42.6,70.2,27.7,2,1.2,0.1,3.4,3.1,16.7,44.3,26.6,12.4,14350,6064,"45,481"
"Jefferson Parish, Louisiana",0.5861,0.393,0.1108,295.632,455466,440781,211783,228998,39.8,58.8,28.6,2.1,5.3,0.1,15.3,17.9,13.2,29.2,28.9,28.7,437828,178028,"56,080"
"Jefferson Davis Parish, Louisiana",0.5536,0.4114,0.5535,651.328,31435,32250,15751,16499,38.9,81.8,18.1,1.8,0.7,0.2,2.3,2.3,17.1,43.2,23.2,16.5,31572,12197,"48,709"
"Lafayette Parish, Louisiana",0.6194,0.3473,0.2867,268.72,190503,241753,117021,124732,36.4,68.9,26.9,1.7,2.7,0.1,6.1,6.6,10.7,29.7,25.6,33.9,238971,97428,"59,062"
"Lafourche Parish, Louisiana",0.5392,0.4246,0.6026,1068.214,89974,97557,47057,50500,38.4,78.7,16.3,4.6,1.1,0.1,5.1,5.8,19.1,41.4,22.1,17.3,95106,37179,"58,740"
"LaSalle Parish, Louisiana",0.7472,0.2287,0.8111,624.684,14282,14791,7888,6903,38.1,79.9,9.6,2.7,2,0.2,9.4,9.5,18.9,39.5,24.6,17,12827,5140,"47,205"
"Lincoln Parish, Louisiana",0.5586,0.4139,0.1947,471.742,42509,48396,23247,25149,29.9,57.4,40,1.6,1.9,0.1,3.1,3.6,11.1,27.2,24,37.6,43108,18075,"40,384"
"Livingston Parish, Louisiana",0.6751,0.2986,0.6995,648.169,91814,142282,69880,72402,36.6,88.3,8.9,2.3,1.2,0.1,5.8,6.2,12.6,37.1,30,20.3,141214,52581,"71,605"
"Madison Parish, Louisiana",0.4485,0.5248,-0.1550,624.437,13728,10017,4667,5350,38.1,36.4,63.5,1,0.3,0.2,1.2,2,24.6,32.6,27.7,15.1,9208,3732,"33,619"
"Morehouse Parish, Louisiana",0.539,0.4293,0.1351,794.934,31021,25629,12729,12900,42.8,51.1,48.7,1.9,0.7,0.1,1.4,1.5,20,41.1,27.5,11.5,24489,10302,"36,998"
"Natchitoches Parish, Louisiana",0.4935,0.466,0.1487,1252.25,39080,37515,18118,19397,37.3,55.9,41.9,2.7,0.8,0.2,4.2,4,13,38,27.4,21.6,35391,15213,"43,381"
"Orleans Parish, Louisiana",0.2174,0.7595,-0.6815,169.423,484674,383997,181171,202826,36.2,37.8,57,1.5,3.5,0.1,7.1,8.1,11.8,22.4,26.6,39.1,368463,165125,"46,188"
"Ouachita Parish, Louisiana",0.6031,0.3686,0.2363,610.406,147250,160368,75887,84481,36.4,59.1,38.2,2,1.8,0.1,3.4,3.5,11.8,33.3,30,24.8,155100,62654,"47,737"
"Plaquemines Parish, Louisiana",0.5765,0.4048,0.3630,779.911,26757,23515,12021,11494,36.8,68.5,23.1,3.6,5.8,0.3,8.1,9.5,15.1,35.4,32.3,17.1,22730,8190,"68,765"
"Pointe Coupee Parish, Louisiana",0.4348,0.5367,0.2280,557.346,22763,20758,9905,10853,44.2,62.8,36.1,1,0.6,0.1,3.2,3,18.9,37.1,28.8,15.2,20604,8645,"51,988"
"Rapides Parish, Louisiana",0.5881,0.3855,0.3206,1317.962,126337,130023,62764,67259,39.3,64.4,32.8,2.8,2,0.1,3.6,3.9,13,37.6,27.9,21.5,126701,51268,"47,316"
"Red River Parish, Louisiana",0.4865,0.4814,0.1861,389.09,9622,7620,3648,3972,40.5,59.4,40.8,2.8,0.4,0.1,2.1,2.5,18.5,51.2,18,12.4,7464,3042,"40,724"
"Richland Parish, Louisiana",0.5769,0.3868,0.3402,559.043,20981,20043,9939,10104,40.4,61.7,37.9,1.6,0.5,0.1,1.7,2,21.4,39.7,23.6,15.4,19039,7674,"39,804"
"Sabine Parish, Louisiana",0.6493,0.3211,0.6649,866.659,23459,22155,11024,11131,43.4,73.5,17.4,12.9,0.5,0.2,2.1,3.2,13.9,47.5,25.8,12.8,21816,9202,"44,952"
"St. Bernard Parish, Louisiana",0.5679,0.4082,0.2849,377.517,67229,43764,21421,22343,35,65.3,28.1,2.5,3.3,0.2,11.3,13.7,18.5,30.8,36,14.7,43531,16223,"46,938"
"St. Charles Parish, Louisiana",0.557,0.4146,0.2957,279.083,48072,52549,25637,26912,39,70.4,26.5,2,1.7,0.1,6.8,7.9,9.3,32.2,30.1,28.4,51956,19187,"70,224"
"St. Helena Parish, Louisiana",0.374,0.5822,-0.1026,408.403,10525,10920,5346,5574,42.3,44.2,55.2,1.6,0.4,0.2,2.2,2,22.6,43.4,21.6,12.4,10818,4380,"41,937"
"St. James Parish, Louisiana",0.3562,0.6093,-0.0442,241.537,21216,20192,9596,10596,40.8,51.4,48.3,0.6,0.4,0.1,1.8,1.7,14,39.1,28.6,18.3,20037,7692,"60,466"
"St. John the Baptist Parish, Louisiana",0.4191,0.5502,-0.2820,213.071,43044,42477,20422,22055,39.7,37.3,59.3,1.4,1,0.1,6.6,7.7,13.9,38.7,31.4,16,42101,15803,"58,548"
"St. Landry Parish, Louisiana",0.4524,0.529,0.1409,923.879,87700,82540,39759,42781,39.6,55.6,43.4,1.1,0.7,0.1,2.8,2.6,21.8,38.9,24.7,14.7,81326,32499,"39,806"
"St. Martin Parish, Louisiana",0.4794,0.4742,0.3611,737.648,48583,51767,25241,26526,40.2,67.8,30.8,1.3,1.2,0.1,3.1,3.2,16.2,46.5,22.4,14.9,51473,20238,"49,271"
"St. Mary Parish, Louisiana",0.5193,0.4517,0.2914,555.379,53500,49406,24081,25325,40.2,60.7,32.4,3.8,1.8,0.2,8.3,9.2,18.9,46.5,22.4,12.2,48716,19321,"42,757"
"St. Tammany Parish, Louisiana",0.7069,0.2713,0.4419,845.551,191268,264570,128602,135968,41.1,82.3,14.6,2.5,2.3,0.2,7.3,7.9,8.7,24.6,30.3,36.4,262047,102005,"68,616"
"Tangipahoa Parish, Louisiana",0.5496,0.4264,0.3281,791.275,100588,133157,64579,68578,36.6,66.2,31.5,2.1,1.1,0.1,4.8,5.4,17.6,36,25.2,21.2,128688,50961,"51,596"
"Tensas Parish, Louisiana",0.4419,0.5249,-0.0517,602.784,6618,4147,1982,2165,47.6,44.4,55.8,1,0.7,0.3,1.7,1.6,22.2,43.7,20.7,13.4,4147,1766,"31,438"
"Terrebonne Parish, Louisiana",0.5812,0.393,0.5005,1231.815,104503,109580,53710,55870,38.1,69.7,21.1,8.6,1.6,0.1,5.9,6.7,18.9,38.1,26.5,16.5,108552,41344,"59,482"
"Union Parish, Louisiana",0.6178,0.343,0.5136,876.988,22803,21107,10480,10627,44.9,72.1,24.8,1.8,0.4,0.1,5,5.4,13.5,46.3,23.6,16.6,20694,8759,"43,746"
"Vermilion Parish, Louisiana",0.562,0.3915,0.6193,1173.199,53807,57359,27614,29745,39.3,81.7,15.4,1.2,2.6,0.1,3.7,4,16.8,41.1,24.6,17.4,56808,22195,"52,070"
"Vernon Parish, Louisiana",0.636,0.3367,0.6491,1327.91,52531,48750,24904,23846,32.8,79.6,15.6,3.7,3.2,1.1,5.8,8.6,12,39.6,29.9,18.6,47019,18761,"51,401"
"Washington Parish, Louisiana",0.5319,0.4381,0.3760,669.525,43926,45463,22683,22780,41.3,69.5,29.5,1.8,0.5,0.1,2.7,3.1,18.4,44.8,26.2,10.7,43707,17944,"39,363"
"Webster Parish, Louisiana",0.5512,0.4211,0.3106,593.03,41831,36967,17617,19350,43.3,65.1,34.3,2.1,0.6,0.1,1.8,1.9,14.5,43,28.1,14.4,36563,15684,"41,436"
"West Baton Rouge Parish, Louisiana",0.4842,0.4974,0.1053,192.394,21601,27199,13396,13803,37.4,56.7,41.1,1.5,1.1,0.2,4.4,4.6,12.8,37,29.2,20.9,26586,10338,"67,436"
"West Carroll Parish, Louisiana",0.6888,0.2821,0.7140,359.646,12314,9751,4721,5030,44.2,84.2,14.6,2,0.4,0.2,2.4,3.3,19.3,47.9,21.4,11.4,9702,4084,"40,812"
"West Feliciana Parish, Louisiana",0.5169,0.45,0.2497,403.214,15111,15310,10021,5289,44.9,73.7,24.4,1.7,0.7,0.2,2.5,4.3,17.4,35.2,24.6,22.8,9910,3897,"69,086"
"Winn Parish, Louisiana",0.6332,0.3407,0.4941,950.086,16894,13755,7297,6458,40.1,65.7,27.1,2.1,1.6,0.4,7.1,7.4,18.2,46.5,21.2,14,12254,5181,"44,942"
"Androscoggin County, Maine",0.4051,0.5331,0.0281,467.927,103793,111139,54335,56804,41.2,92,7.1,2.4,1.4,0.1,2.4,2,8.2,35.6,33.3,22.9,106817,45393,"61,411"
"Aroostook County, Maine",0.4711,0.4893,0.1993,6671.33,73938,67105,33124,33981,48.9,96.3,1.2,3.6,0.9,0.1,1.4,1.4,9.6,38,32,20.3,65546,29784,"51,770"
"Cumberland County, Maine",0.4105,0.5203,-0.3570,835.241,265612,303069,146761,156308,42.4,92.2,4.9,1.7,3.4,0.1,3.1,2.6,4.3,20.4,25.5,49.8,294062,128100,"80,484"
"Franklin County, Maine",0.4181,0.4915,0.0394,1696.609,29467,29456,14583,14873,46.9,97,1.1,2.4,1.7,0.2,2.2,1.4,6.3,36.6,28.9,28.1,28280,12842,"52,295"
"Hancock County, Maine",0.4456,0.4544,-0.1242,1586.893,51791,55478,27023,28455,49.5,97,1.2,2.2,1.6,0.1,2.4,1.7,4.8,31.2,28.5,35.5,54119,24948,"57,001"
"Kennebec County, Maine",0.4069,0.5296,-0.0025,867.524,117114,123642,60456,63186,44.9,97,1.6,2.7,1.6,0.1,2.5,2.1,6.2,34.4,29.7,29.7,120254,53223,"60,449"
"Knox County, Maine",0.4374,0.4611,-0.1993,365.134,39618,40607,20229,20378,49.6,97.5,1.3,2.2,1.1,0.1,2.8,1.7,6.4,31.7,25.6,36.3,39106,17883,"68,786"
"Lincoln County, Maine",0.4808,0.4389,-0.1029,455.818,33616,35237,17344,17893,52.2,98.1,0.9,2.1,1.1,0.1,1.9,1.1,6.1,32,24.4,37.6,34650,15803,"65,638"
"Oxford County, Maine",0.4305,0.4965,0.0879,2076.84,54755,57777,28682,29095,47.6,98.1,1,2.9,0.9,0.1,2.3,1.5,8.2,40.5,30.2,21.1,56921,24712,"51,872"
"Penobscot County, Maine",0.4866,0.449,0.0834,3397.362,144919,152199,75334,76865,42,96.1,1.8,3.1,1.8,0.1,2.1,1.8,6.5,32.8,30.7,30,145981,64250,"56,261"
"Piscataquis County, Maine",0.5234,0.4046,0.2650,3960.856,17235,16800,8333,8467,52,97.4,0.9,2.8,1.3,0.1,2.5,1.6,8.6,39.1,32,20.3,16514,7615,"49,999"
"Sagadahoc County, Maine",0.4375,0.4805,-0.1570,253.695,35214,36699,17946,18753,47.4,97.5,1.6,2.2,1.4,0.1,2.3,1.8,5.9,28.5,27.3,38.2,36338,16136,"75,624"
"Somerset County, Maine",0.4461,0.4817,0.2337,3924.403,50888,50477,25092,25385,46.9,97.9,1,2.7,0.9,0.1,2.1,1.3,9,41.4,29.7,19.9,49798,21924,"51,040"
"Waldo County, Maine",0.454,0.4429,-0.0472,729.918,36280,39607,19481,20126,47.3,98,0.9,2.5,1,0.1,2.2,1.4,6.9,32.4,27.8,32.9,38797,17143,"58,262"
"Washington County, Maine",0.5066,0.4266,0.1978,2562.66,33941,31095,15361,15734,49.4,93.4,1.1,6.8,0.9,0.1,2.2,2.1,8.8,37.7,29.5,24,30282,13757,"42,755"
"York County, Maine",0.4474,0.4931,-0.1263,990.713,186742,211972,103476,108496,45.7,96.7,1.7,2,1.8,0.1,2.5,1.9,5.6,29.9,31.8,32.8,208440,88924,"73,794"
"Allegany County, Maryland",0.5558,0.4131,0.3828,424.158,74930,68106,35532,32574,43.8,90,9.6,1.9,1.5,0.1,1.7,1.7,9.7,40.8,29.3,20.2,61943,27596,"49,236"
"Anne Arundel County, Maryland",0.5193,0.4467,-0.1453,414.902,489656,588261,288246,300015,38.8,71.8,20.2,2.2,6,0.2,8.6,9.7,6.6,22.5,28,42.9,578602,219971,"107,281"
"Baltimore County, Maryland",0.1411,0.8252,-0.2704,598.302,754292,854535,403931,450604,39.3,58.3,32.2,1.9,7.5,0.1,6.7,7.2,8.4,24.8,26.4,40.4,832207,329964,"80,159"
"Calvert County, Maryland",0.4375,0.5283,0.0562,213.152,74563,92783,45572,47211,40.9,82.9,15.6,2.6,3.2,0.3,4.2,4.5,5.5,28.8,30,35.7,92194,32754,"117,459"
"Caroline County, Maryland",0.5369,0.4357,0.3285,319.419,29772,33293,16163,17130,40,79.4,15.5,2.3,1.7,0.2,7.8,8.5,15.1,39.3,26.5,19,32717,12327,"61,945"
"Carroll County, Maryland",0.592,0.3794,0.2368,447.595,150897,172891,85504,87387,42.1,91.9,5,1.9,3.3,0.1,4.2,4.5,6.2,28.2,27.6,38,169163,63050,"102,006"
"Cecil County, Maryland",0.6519,0.3146,0.2661,346.273,85951,103725,51408,52317,40.7,88.6,9.5,2.7,2,0.2,4.7,5.3,9.2,35.5,29.7,25.7,102353,39398,"76,727"
"Charles County, Maryland",0.5366,0.4269,-0.4089,457.749,120546,166617,79250,87367,38.8,41.3,53.6,3,4.8,0.3,6,7,6.3,29.7,32.8,31.1,165153,59107,"103,918"
"Dorchester County, Maryland",0.4882,0.4905,0.1194,540.765,30674,32531,15532,16999,45.1,66.9,30.6,1.9,1.6,0.2,4.9,5.5,12.6,39.6,28,19.9,32163,13721,"54,731"
"Frederick County, Maryland",0.5133,0.4593,-0.0961,660.221,195277,271717,132962,138755,38.7,78.3,12.6,2.2,6.5,0.2,10.2,11.8,7.1,23.9,26.8,42.3,266523,98358,"104,253"
"Garrett County, Maryland",0.5765,0.3906,0.5586,647.103,29846,28806,14248,14558,46.8,98.2,1.3,1.4,0.6,0.2,1.2,1.1,9.6,41.8,23.9,24.7,28196,11954,"55,107"
"Harford County, Maryland",0.7052,0.2695,0.1204,437.089,218590,260924,127064,133860,40.8,79.4,16.7,2.1,4.3,0.2,4.8,5.4,6.3,26.2,29.9,37.7,259068,98282,"95,951"
"Howard County, Maryland",0.5782,0.3901,-0.4427,250.741,247842,332317,161334,170983,39,55.1,22.3,1.6,22.1,0.2,7.7,8.2,4.6,12.9,19,63.6,329240,118781,"131,412"
"Kent County, Maryland",0.4417,0.5192,-0.0124,277.03,19197,19198,9208,9990,49.2,81.1,16.2,1.7,2,0.3,5,5.5,9.4,31.7,21.4,37.5,17823,8075,"66,183"
"Montgomery County, Maryland",0.5139,0.4486,-0.5964,491.254,873341,1062061,509117,552944,39.5,53,20.9,1.9,17.5,0.2,18.6,20.5,8.8,13.1,18.3,59.8,1053143,386931,"112,352"
"Prince George's County, Maryland",0.3352,0.6254,-0.8053,482.691,801515,967201,459921,507280,36.7,18.2,63,2.5,5.2,0.2,19.2,21.2,12.8,25.4,26.9,34.9,947518,342216,"89,689"
"Queen Anne's County, Maryland",0.1838,0.7948,0.2652,371.908,40563,49874,24725,25149,44.7,90,6.8,1.9,2,0.2,4.9,5.1,7.1,27.8,28.1,37,49509,19240,"94,583"
"St. Mary's County, Maryland",0.5948,0.3733,0.1381,357.18,86211,113777,56838,56939,37.1,79.6,17,2.5,4.7,0.3,4.9,5.8,8.3,31.3,27.4,33,111380,41845,"106,539"
"Somerset County, Maryland",0.5714,0.4038,0.1476,319.723,24747,24620,13439,11181,39.8,56.8,40.5,2.1,1.4,0.1,3.6,4.4,16.8,36.5,29.7,17,19717,8334,"47,131"
"Talbot County, Maryland",0.4746,0.4978,-0.0051,268.538,33812,37526,17871,19655,50.7,81.3,12.8,1.8,2,0.2,8.3,8.9,8.3,23,27.7,41,37058,16296,"78,931"
"Washington County, Maryland",0.5825,0.3843,0.2092,457.78,131923,154705,77976,76729,41,82.7,14.3,2.2,2.8,0.2,5.7,6.7,11.9,36.2,29.2,22.6,146721,58640,"65,433"
"Wicomico County, Maryland",0.5888,0.3838,0.0193,374.444,84644,103588,49558,54030,37.9,65.1,29.9,2,3.7,0.2,6.1,6.8,12.2,31.7,27.2,28.8,99906,40018,"61,848"
"Worcester County, Maryland",0.5139,0.4551,0.1897,468.281,46543,52460,25382,27078,50.5,84.5,13.4,1.6,2,0.1,3.7,4,7.2,30,32.2,30.6,51715,22871,"70,952"
"Baltimore city, Maryland",0.5176,0.4524,-0.7660,80.944,754292,585708,274635,311073,35.5,32.3,60.4,1.7,4.5,0.1,7.1,7.8,13.7,28.1,24,34.2,567707,251479,"54,068"
"Barnstable County, Massachusetts",0.4103,0.515,-0.2440,393.723,222230,228996,109365,119631,55,92.1,4.5,1.7,2,0.1,7.2,3.5,4.3,22.2,28.6,44.9,224573,103368,"82,980"
"Berkshire County, Massachusetts",0.266,0.6385,-0.4713,926.825,134953,129026,62772,66254,47.8,92,5.3,1.8,2.2,0.1,5.5,5.5,7,29.2,27.8,36.1,123317,57015,"60,945"
"Bristol County, Massachusetts",0.2974,0.6451,-0.1200,553.096,534678,579200,280766,298434,41.5,85.3,7.9,1.5,3,0.1,11.8,9.5,14.2,30.2,26.4,29.3,565061,229293,"72,857"
"Dukes County, Massachusetts",0.2614,0.6181,-0.5691,103.245,14987,20600,10073,10527,49.3,88.9,6.3,2.4,1.9,0.4,12,2.6,4.2,25.4,24.4,46.1,20503,8932,"79,338"
"Essex County, Massachusetts",0.3545,0.5749,-0.2905,492.563,723419,809829,388497,421332,41.4,76.6,6.7,1.5,4.5,0.2,20.6,22.6,10.3,24.4,24.2,41.2,790803,309030,"87,145"
"Franklin County, Massachusetts",0.305,0.5378,-0.4435,699.319,71535,71029,34791,36238,47,94.3,2.9,2.2,2.6,0.1,5.2,5.1,6.4,28,26.8,38.8,69346,31323,"68,948"
"Hampden County, Massachusetts",0.3461,0.5817,-0.1771,617.14,456228,465825,224561,241264,40.2,74,11.5,1.9,3.4,0.2,20.1,26,13.9,30.4,27.5,28.2,451539,185030,"61,818"
